客户ID,雇员关系,性别,年龄层级,客户状态,是否外国人,开户渠道,省份名称,年收入
1388553,非员工,男,30-45岁,活跃客户,否,KHK,江西,67520.64
1388560,非员工,男,30-45岁,活跃客户,否,KHK,广东,304493.1
1388626,非员工,男,60-75岁,活跃客户,否,KHK,四川,76692.20999999999
1388648,非员工,女,45-60岁,活跃客户,否,KHK,江西,64037.34
1388709,非员工,男,75岁以上,活跃客户,否,KHK,四川,95954.46
1388715,非员工,男,18-30岁,活跃客户,是,KHF,广东,142703.73
1388716,非员工,女,18-30岁,活跃客户,否,KHF,广东,202784.55
1388794,非员工,男,45-60岁,活跃客户,否,KHL,江西,85448.52
1388857,非员工,男,18-30岁,活跃客户,否,KHK,广东,186478.32
1388877,非员工,男,30-45岁,活跃客户,否,KHK,江西,81621.18000000001
1388944,非员工,男,45-60岁,活跃客户,否,KHK,广东,68083.5
1388965,非员工,男,45-60岁,活跃客户,否,KHK,江西,192023.52
1388969,非员工,男,45-60岁,活跃客户,否,KHK,广东,72865.70999999999
1388982,非员工,男,18-30岁,活跃客户,否,KHK,陕西,160525.23
1389007,非员工,女,30-45岁,活跃客户,否,KHL,江西,28912.26
1389104,非员工,女,30-45岁,活跃客户,否,KHK,江西,87456.12
1389189,非员工,女,30-45岁,活跃客户,否,KHL,江西,59290.26
1389191,非员工,男,45-60岁,活跃客户,否,KHL,广东,103484.4
1389252,非员工,女,30-45岁,活跃客户,否,KHK,广东,116272.88999999998
1389269,非员工,男,18-30岁,活跃客户,否,KHF,广东,325294.89
1389374,非员工,女,30-45岁,活跃客户,否,KHN,江西,91100.94
1389399,非员工,男,45-60岁,活跃客户,否,KHK,广东,118766.04
1389400,非员工,女,45-60岁,活跃客户,否,KHK,广东,118766.04
1389444,非员工,女,18-30岁,活跃客户,否,KHK,江西,90166.71
1389474,非员工,女,30-45岁,活跃客户,否,KHK,江西,50279.06999999999
1389485,非员工,女,60-75岁,活跃客户,否,KHK,四川,117750.3
1389486,非员工,女,30-45岁,活跃客户,否,KHK,陕西,93907.83
1389516,非员工,男,18-30岁,活跃客户,否,KHK,广东,196269.72
1389542,非员工,女,30-45岁,活跃客户,否,KHN,江西,106555.53
1389601,非员工,女,45-60岁,活跃客户,是,KHK,广东,95707.26
1389617,非员工,男,45-60岁,活跃客户,否,KHK,广东,182220.6
1389631,非员工,男,30-45岁,活跃客户,否,KHK,江西,72833.01
1389637,非员工,男,30-45岁,活跃客户,否,KHK,广东,182814.87
1389661,非员工,男,30-45岁,活跃客户,否,KHK,江西,70515.87
1389664,非员工,男,45-60岁,活跃客户,否,KHL,广东,161861.37
1389673,非员工,男,45-60岁,活跃客户,否,KHK,广东,91069.5
1389684,非员工,女,30-45岁,活跃客户,否,KHK,江西,109119.57
1389694,非员工,男,45-60岁,活跃客户,否,KHK,江西,194709.87
1389698,非员工,男,18-30岁,活跃客户,是,KHF,广东,80175.72
1389739,非员工,女,30-45岁,活跃客户,否,KHN,江西,71084.52
1389790,非员工,女,18-30岁,活跃客户,否,KHK,广东,41674.35000000001
1389793,非员工,女,18-30岁,活跃客户,否,KHF,广东,162538.38
1389804,非员工,女,30-45岁,活跃客户,否,KHK,广东,112711.17
1389827,非员工,女,30-45岁,活跃客户,否,KHK,江西,68105.06999999999
1389882,非员工,女,30-45岁,活跃客户,否,KHK,陕西,47205.45
1389908,非员工,男,45-60岁,活跃客户,否,KHN,江西,99738.72
1389928,非员工,女,45-60岁,活跃客户,否,KHN,江西,110501.46
1389975,非员工,女,75岁以上,活跃客户,否,KHK,广东,144525.93
1390000,非员工,男,30-45岁,活跃客户,否,KHK,江西,69250.31999999999
1390009,非员工,女,18-30岁,活跃客户,否,KHK,江西,67139.49
1390027,非员工,女,18-30岁,活跃客户,否,KHL,广东,72590.70000000001
1390031,非员工,男,30-45岁,活跃客户,否,KHK,广东,43533.33
1390037,非员工,女,30-45岁,活跃客户,否,KHK,江西,51115.74000000001
1390046,非员工,男,30-45岁,活跃客户,否,KHK,江西,61634.49000000001
1390065,非员工,男,30-45岁,活跃客户,否,KHL,江西,73891.47
1390104,非员工,女,30-45岁,活跃客户,否,KHK,江西,126813.96
1390129,非员工,女,30-45岁,活跃客户,否,KHK,海南,91856.7
1390141,非员工,男,30-45岁,活跃客户,否,KHK,广东,76948.26
1390155,非员工,女,45-60岁,活跃客户,否,KHK,四川,278845.89
1390167,非员工,女,30-45岁,活跃客户,是,KHK,陕西,163918.5
1390233,非员工,女,30-45岁,活跃客户,否,KHN,陕西,71159.49
1390251,非员工,男,30-45岁,活跃客户,否,KHK,陕西,300385.98
1390261,非员工,女,30-45岁,活跃客户,否,KHK,江西,123427.8
1390294,非员工,女,75岁以上,活跃客户,否,KHK,四川,100219.53
1390295,非员工,女,75岁以上,活跃客户,否,KHK,四川,100219.53
1390311,非员工,男,30-45岁,活跃客户,否,KHK,广东,94500.6
1390314,非员工,男,18-30岁,活跃客户,否,KHK,江西,67401.69
1390387,非员工,男,30-45岁,活跃客户,否,KHK,陕西,159563.25
1390393,非员工,男,18-30岁,活跃客户,否,KHK,江西,81789.15
1390417,非员工,男,30-45岁,活跃客户,否,KHK,江西,35874.36
1390446,非员工,男,30-45岁,活跃客户,是,KHN,江西,56009.76
1390476,非员工,女,75岁以上,活跃客户,否,KHK,广东,97607.91
1390493,非员工,男,30-45岁,活跃客户,否,KHN,陕西,97539.03
1390503,非员工,女,30-45岁,活跃客户,是,KHL,海南,39729.27
1390508,非员工,男,30-45岁,活跃客户,否,KHK,江西,570782.8500000001
1390570,非员工,男,30-45岁,活跃客户,否,KHK,陕西,129519.75
1390644,非员工,女,30-45岁,活跃客户,否,KHK,江西,157198.11000000002
1390733,非员工,女,18-30岁,活跃客户,否,KHK,江西,59568.42
1390768,非员工,男,30-45岁,活跃客户,否,KHK,陕西,72871.23
1390804,非员工,男,60-75岁,活跃客户,否,KHK,四川,17816.28
1390816,非员工,男,18-30岁,活跃客户,否,KHK,江西,66556.95000000001
1390832,非员工,男,45-60岁,活跃客户,否,KHK,陕西,97320.93
1390835,非员工,女,18-30岁,活跃客户,否,KHK,广东,117800.1
1390860,非员工,女,60-75岁,活跃客户,否,KHN,海南,65722.77
1390870,非员工,男,30-45岁,活跃客户,否,KHN,江西,72528.69
1390900,非员工,男,30-45岁,活跃客户,否,KHN,江西,38024.82
1390949,非员工,男,18-30岁,活跃客户,否,KHK,广东,169844.79
1390980,非员工,女,45-60岁,活跃客户,否,KHK,江西,168621.0
1390982,非员工,男,30-45岁,活跃客户,否,KHK,陕西,77114.31
1390985,非员工,男,18-30岁,活跃客户,否,KHK,江西,46569.12
1391043,非员工,男,18-30岁,活跃客户,否,KHK,江西,150201.87
1391069,非员工,男,18-30岁,活跃客户,否,KHN,江西,47195.7
1391092,非员工,女,30-45岁,活跃客户,否,KHN,海南,48310.38
1391127,非员工,女,45-60岁,活跃客户,否,KHN,江西,59662.89
1391129,非员工,男,18-30岁,活跃客户,否,KHN,广东,72840.72
1391158,非员工,女,45-60岁,活跃客户,否,KHK,江西,44035.23
1391163,非员工,男,45-60岁,活跃客户,否,KHK,江西,44239.14
1391167,非员工,男,18-30岁,活跃客户,是,KHK,江西,34780.649999999994
1391181,非员工,男,60-75岁,活跃客户,否,KHK,江西,29732.73
1391275,非员工,男,30-45岁,活跃客户,否,KHL,陕西,137528.34
1391283,非员工,女,30-45岁,活跃客户,是,KHK,广东,89524.83
1391301,非员工,女,30-45岁,活跃客户,否,KHK,陕西,34162.2
1391329,非员工,男,30-45岁,活跃客户,否,KHN,江西,123149.31
1391369,非员工,男,60-75岁,活跃客户,否,KHN,广东,236995.59
1391400,非员工,男,45-60岁,活跃客户,否,KHK,广东,106266.45
1391407,非员工,女,30-45岁,活跃客户,否,KHK,四川,391251.18
1391413,非员工,男,18-30岁,活跃客户,否,KHK,江西,62525.4
1391432,非员工,女,45-60岁,活跃客户,否,KHK,陕西,109659.9
1391445,非员工,女,30-45岁,活跃客户,否,KHK,陕西,102079.02
1391478,非员工,男,60-75岁,活跃客户,否,KHN,江西,50365.26
1391484,非员工,男,30-45岁,活跃客户,否,KHK,广东,230688.63
1391490,非员工,男,18-30岁,活跃客户,否,KHK,广东,66620.28
1391495,非员工,男,18-30岁,活跃客户,否,KHK,广东,51809.58
1391543,非员工,女,30-45岁,活跃客户,否,KHN,陕西,81399.56999999999
1391544,非员工,女,30-45岁,活跃客户,否,KHN,江西,134676.27
1391589,非员工,女,30-45岁,活跃客户,否,KHK,广东,203324.67
1391617,非员工,男,30-45岁,活跃客户,否,KHK,陕西,143151.93
1391647,非员工,男,30-45岁,活跃客户,否,KHK,广东,108463.23
1391670,非员工,男,45-60岁,活跃客户,否,KHK,江西,128859.96
1391674,非员工,男,45-60岁,活跃客户,是,KHK,广东,104563.8
1391676,非员工,女,45-60岁,活跃客户,否,KHK,江西,69529.98
1391682,非员工,男,18-30岁,活跃客户,否,KHK,陕西,64943.67
1391700,非员工,男,60-75岁,活跃客户,否,KHK,四川,75455.79000000001
1391709,非员工,男,30-45岁,活跃客户,否,KHK,江西,31720.83
1391710,非员工,男,30-45岁,活跃客户,否,KHK,江西,140254.29
1391754,非员工,女,30-45岁,活跃客户,否,KHN,广东,99856.2
1391772,非员工,女,30-45岁,活跃客户,是,KHN,海南,60881.64
1391814,非员工,男,30-45岁,活跃客户,否,KHK,江西,133839.99
1391815,非员工,女,18-30岁,活跃客户,否,KHK,江西,59253.87
1391850,非员工,男,30-45岁,活跃客户,否,KHK,江西,116416.71
1391919,非员工,男,30-45岁,活跃客户,否,KHK,江西,50926.53
1391929,非员工,男,45-60岁,活跃客户,否,KHK,江西,286810.53
1391939,非员工,女,30-45岁,活跃客户,否,KHK,陕西,69913.70999999999
1391946,非员工,男,75岁以上,活跃客户,否,KHK,江西,79295.45999999999
1391954,非员工,女,45-60岁,活跃客户,否,KHK,陕西,139469.22
1392028,非员工,男,18-30岁,活跃客户,否,KHK,江西,86465.01
1392029,非员工,男,45-60岁,活跃客户,否,KHL,广东,128329.47
1392038,非员工,男,18-30岁,活跃客户,否,KHK,江西,54323.91
1392064,非员工,女,30-45岁,活跃客户,是,KHK,江西,61511.19
1392113,非员工,女,45-60岁,活跃客户,否,KHN,江西,108546.38999999998
1392116,非员工,男,45-60岁,活跃客户,否,KHN,陕西,97061.16
1392117,非员工,女,45-60岁,活跃客户,否,KHN,江西,239396.13
1392118,非员工,男,30-45岁,活跃客户,否,KHN,江西,34042.5
1392141,非员工,女,30-45岁,活跃客户,否,KHN,广东,126065.67
1392158,非员工,男,18-30岁,活跃客户,否,KHK,江西,46271.58
1392181,非员工,男,30-45岁,活跃客户,否,KHK,广东,78553.38
1392187,非员工,男,30-45岁,活跃客户,是,KHK,江西,57512.85000000001
1392195,非员工,女,30-45岁,活跃客户,是,KHK,江西,70167.27
1392201,非员工,男,45-60岁,活跃客户,否,KHK,江西,126405.21
1392278,非员工,男,30-45岁,活跃客户,否,KHN,广东,103285.68
1392312,非员工,男,60-75岁,活跃客户,否,KHN,广东,245857.23
1392337,非员工,女,30-45岁,活跃客户,否,KHN,广东,120366.38999999998
1392349,非员工,男,60-75岁,活跃客户,否,KHK,广东,211223.76
1392377,非员工,男,30-45岁,活跃客户,是,KHL,江西,16256.4
1392388,非员工,男,30-45岁,活跃客户,否,KHL,广东,69646.95000000001
1392412,非员工,男,18-30岁,活跃客户,否,KHK,海南,59746.68000000001
1392440,非员工,男,45-60岁,活跃客户,否,KHK,江西,53823.66
1392558,非员工,男,30-45岁,活跃客户,否,KHK,江西,50822.06999999999
1392679,非员工,男,18-30岁,活跃客户,否,KHK,陕西,148582.77
1392733,非员工,女,30-45岁,活跃客户,是,KHN,广东,55777.41
1392759,非员工,男,30-45岁,活跃客户,否,KHM,广东,177249.41999999995
1392775,非员工,男,60-75岁,活跃客户,否,KHK,四川,83187.09
1392829,非员工,男,30-45岁,活跃客户,否,KHK,广东,116967.99
1392846,非员工,男,30-45岁,活跃客户,是,KHK,江西,82032.24
1392872,非员工,女,60-75岁,活跃客户,否,KHM,广东,55317.69
1392929,非员工,男,30-45岁,活跃客户,否,KHN,广东,129131.46
1392938,非员工,女,45-60岁,活跃客户,是,KHN,江西,71108.91
1392958,非员工,男,30-45岁,活跃客户,否,KHN,海南,97215.6
1392960,非员工,女,18-30岁,活跃客户,否,KHM,广东,54559.92
1393029,非员工,男,30-45岁,活跃客户,否,KHK,陕西,100518.81
1393036,非员工,男,30-45岁,活跃客户,否,KHK,江西,30334.11
1393063,非员工,男,45-60岁,活跃客户,否,KHK,陕西,164876.09999999998
1393081,非员工,女,30-45岁,活跃客户,否,KHK,陕西,147750.57
1393125,非员工,女,30-45岁,活跃客户,否,KHK,江西,158807.82
1393183,非员工,男,30-45岁,活跃客户,否,KHN,江西,80564.16
1393210,非员工,男,30-45岁,活跃客户,否,KHM,广东,152400.06
1393236,非员工,男,45-60岁,活跃客户,否,KHN,江西,165032.49
1393239,非员工,男,45-60岁,活跃客户,否,KHM,江西,154549.47
1393262,非员工,女,18-30岁,活跃客户,否,KHK,广东,116815.77
1393263,非员工,男,30-45岁,活跃客户,否,KHK,广东,80013.20999999999
1393284,非员工,女,30-45岁,活跃客户,否,KHK,江西,80937.15
1393301,非员工,女,30-45岁,活跃客户,否,KHK,江西,56386.31999999999
1393312,非员工,男,30-45岁,活跃客户,否,KHK,陕西,147750.57
1393327,非员工,男,30-45岁,活跃客户,否,KHK,广东,62019.69
1393328,非员工,女,30-45岁,活跃客户,否,KHK,广东,123453.3
1393345,非员工,男,45-60岁,活跃客户,否,KHK,江西,34619.16
1393356,非员工,男,60-75岁,活跃客户,否,KHK,江西,77268.42
1393449,非员工,男,30-45岁,活跃客户,否,KHN,广东,100571.52
1393462,非员工,男,60-75岁,活跃客户,否,KHN,广东,82796.28
1393478,非员工,女,18-30岁,活跃客户,否,KHK,江西,84675.51
1393512,非员工,女,18-30岁,活跃客户,否,KHK,广东,99613.05
1393544,非员工,男,30-45岁,活跃客户,否,KHK,江西,55505.31
1393586,非员工,男,30-45岁,活跃客户,是,KHN,广东,51672.51
1393597,非员工,男,30-45岁,活跃客户,否,KHN,陕西,97681.95
1393627,非员工,男,30-45岁,活跃客户,否,KHN,江西,296822.22000000003
1393651,非员工,女,18-30岁,活跃客户,否,KHN,江西,67866.42
1393655,非员工,女,30-45岁,活跃客户,否,KHN,江西,594803.55
1393689,非员工,男,18-30岁,活跃客户,否,KHK,江西,47684.94
1393696,非员工,女,18-30岁,活跃客户,否,KHK,江西,81022.04999999999
1393697,非员工,男,30-45岁,活跃客户,否,KHK,江西,57521.52
1393710,非员工,男,18-30岁,活跃客户,否,KHK,广东,207634.2
1393726,非员工,男,30-45岁,活跃客户,否,KHK,广东,96664.29
1393794,非员工,男,45-60岁,活跃客户,否,KHM,江西,211398.78
1393842,非员工,女,45-60岁,活跃客户,否,KHK,江西,27210.24
1393846,非员工,男,60-75岁,活跃客户,否,KHK,四川,135837.59999999998
1393866,非员工,男,30-45岁,活跃客户,否,KHK,陕西,89630.28
1393895,非员工,男,30-45岁,活跃客户,否,KHK,广东,36984.15
1393896,非员工,女,18-30岁,活跃客户,否,KHK,江西,114752.07
1393935,非员工,男,60-75岁,活跃客户,否,KHM,广东,280008.33
1393966,非员工,男,60-75岁,活跃客户,否,KHM,四川,91823.25
1393970,非员工,男,30-45岁,活跃客户,否,KHN,广东,59714.61
1393978,非员工,女,30-45岁,活跃客户,否,KHN,江西,117117.12
1394007,非员工,男,30-45岁,活跃客户,是,KHN,广东,46692.54
1394050,非员工,女,30-45岁,活跃客户,否,KHK,广东,100467.33
1394068,非员工,男,18-30岁,活跃客户,否,KHK,海南,108255.15
1394116,非员工,女,75岁以上,活跃客户,否,KHK,四川,41745.51
1394161,非员工,女,30-45岁,活跃客户,否,KHK,陕西,121592.52
1394173,非员工,女,18-30岁,活跃客户,是,KHK,江西,127670.07
1394178,非员工,男,30-45岁,活跃客户,否,KHN,江西,75077.97
1394193,非员工,男,30-45岁,活跃客户,否,KHK,江西,53370.87
1394206,非员工,男,18-30岁,活跃客户,否,KHK,江西,58006.95
1394242,非员工,女,60-75岁,活跃客户,否,KHK,陕西,81517.08
1394260,非员工,男,30-45岁,活跃客户,否,KHK,广东,65159.67
1394290,非员工,男,30-45岁,活跃客户,否,KHN,江西,75556.65
1394306,非员工,女,60-75岁,活跃客户,否,KHN,四川,70373.45999999999
1394432,非员工,女,45-60岁,活跃客户,否,KHK,广东,71802.15
1394444,非员工,男,18-30岁,活跃客户,否,KHK,陕西,150269.16
1394463,非员工,女,30-45岁,活跃客户,是,KHK,江西,462869.13
1394474,非员工,男,30-45岁,活跃客户,否,KHK,江西,103490.22
1394528,非员工,男,45-60岁,活跃客户,否,KHM,广东,36611.01
1394531,非员工,女,60-75岁,活跃客户,否,KHM,广东,280008.33
1394578,非员工,女,30-45岁,活跃客户,否,KHN,江西,56976.96
1394579,非员工,女,30-45岁,活跃客户,否,KHN,陕西,52048.47
1394586,非员工,女,30-45岁,活跃客户,否,KHN,广东,98751.48
1394592,非员工,男,30-45岁,活跃客户,否,KHM,陕西,125656.71
1394639,非员工,男,30-45岁,活跃客户,否,KHK,陕西,79972.35
1394652,非员工,男,30-45岁,活跃客户,否,KHK,广东,68904.6
1394665,非员工,女,30-45岁,活跃客户,否,KHK,陕西,53563.41
1394734,非员工,男,30-45岁,活跃客户,否,KHK,广东,23024.01
1394764,非员工,女,30-45岁,活跃客户,否,KHK,陕西,75770.01
1394849,非员工,女,30-45岁,活跃客户,否,KHN,海南,154689.48
1394866,非员工,男,30-45岁,活跃客户,否,KHN,江西,54958.14
1394876,非员工,女,45-60岁,活跃客户,否,KHK,海南,54476.7
1394904,非员工,女,30-45岁,活跃客户,否,KHK,广东,31374.45
1394913,非员工,男,30-45岁,活跃客户,否,KHK,广东,52387.47
1394923,非员工,男,18-30岁,活跃客户,否,KHK,江西,97180.32
1394924,非员工,女,45-60岁,活跃客户,否,KHK,江西,38125.11
1394934,非员工,女,45-60岁,活跃客户,否,KHK,江西,112419.51
1394953,非员工,男,60-75岁,活跃客户,否,KHN,江西,110686.56
1394972,非员工,男,45-60岁,活跃客户,否,KHM,广东,110750.31
1395000,非员工,男,60-75岁,活跃客户,否,KHM,江西,34971.63
1395017,非员工,男,60-75岁,活跃客户,否,KHM,四川,76200.54000000001
1395083,非员工,男,30-45岁,活跃客户,否,KHN,江西,42245.49
1395087,非员工,男,30-45岁,活跃客户,否,KHK,广东,69344.79000000001
1395145,非员工,男,30-45岁,活跃客户,是,KHK,海南,116227.2
1395160,非员工,男,18-30岁,活跃客户,否,KHK,海南,236744.16
1395168,非员工,男,18-30岁,活跃客户,是,KHK,广东,94487.28
1395175,非员工,男,18-30岁,活跃客户,否,KHK,广东,54687.63
1395193,非员工,男,45-60岁,活跃客户,否,KHK,江西,70039.65
1395207,非员工,男,45-60岁,活跃客户,否,KHK,江西,44596.11
1395213,非员工,女,30-45岁,活跃客户,否,KHK,江西,92244.75
1395237,非员工,女,30-45岁,活跃客户,否,KHK,广东,62836.83
1395244,非员工,男,30-45岁,活跃客户,否,KHK,广东,75599.31
1395266,非员工,女,30-45岁,活跃客户,否,KHL,广东,66697.62
1395297,非员工,女,30-45岁,活跃客户,是,KHK,江西,123144.99
1395298,非员工,女,30-45岁,活跃客户,否,KHK,广东,152494.08000000002
