本期ID,性别,出生天数,学历,婚姻状况,就业天数,职业类别,单位类别,年收入,家庭人数,子女人数
302479,男,-18540,本科及以上,离异,-4798,经理,工业类别9,315000,1,0
302487,女,-16760,本科及以上,有配偶,-144,人事人员,公司类别3,270000,2,0
302488,女,-16076,高中/职高,有配偶,-675,经理,公司类别3,247500,2,0
302505,男,-18639,高中/职高,有配偶,-120,,公司类别3,225000,2,0
302508,女,-20682,高中/职高,有配偶,365243,,未知,202500,2,0
302520,女,-15612,本科及以上,有配偶,-956,核心员工,贸易类别6,315000,3,1
302521,女,-15889,高中/职高,离异,-3098,,医疗,58500,1,0
302522,女,-9926,高中/职高,民事婚姻,-237,经理,贸易类别3,94500,2,0
302536,男,-10956,高中/职高,有配偶,-2136,司机,其他,180000,2,0
302541,女,-10923,本科及以上,有配偶,-3028,,公司类别3,90000,3,1
302547,女,-13301,高中/职高,有配偶,-2091,销售人员,贸易类别7,121500,3,1
302568,男,-12428,本科及以上,有配偶,-1054,核心员工,公司类别1,540000,2,0
302569,男,-14551,高中/职高,有配偶,-1368,工人,工业类别9,270000,4,2
302573,男,-10126,高中/职高,有配偶,-145,销售人员,贸易类别3,121500,2,0
302615,男,-18161,高中/职高,有配偶,-9419,,政府部门,135000,2,0
302624,男,-19321,高中/职高,有配偶,-6595,,公司类别3,247500,2,0
302660,男,-24082,本科及以上,离异,365243,,未知,135000,1,0
302667,男,-18257,高中/职高,有配偶,-737,工人,公司类别3,90000,2,0
302671,女,-19635,高中/职高,有配偶,365243,,未知,90000,2,0
302674,男,-10106,高中/职高,民事婚姻,-1604,安保人员,警察,189000,2,0
302676,女,-23537,高中/职高,丧偶,-3944,工人,公司类别1,112500,1,0
302678,女,-12003,本科及以上,有配偶,-1466,会计,农业,94500,3,1
302682,女,-11934,高中/职高,未婚,-135,销售人员,贸易类别3,112500,2,1
302690,男,-14050,高中/职高,有配偶,-3840,司机,工业类别3,180000,2,0
302706,男,-18483,高中/职高,离异,-1635,,交通类别4,180000,1,0
302735,女,-14227,高中/职高,有配偶,-2199,,政府部门,135000,4,2
302738,女,-16626,大学肄业,有配偶,-2257,,公司类别3,135000,2,0
302755,女,-18724,高中/职高,有配偶,-11714,核心员工,幼教,180000,2,0
302762,女,-20463,高中/职高,民事婚姻,365243,,未知,119700,2,0
302794,女,-18518,高中/职高,有配偶,-2098,销售人员,宗教,225000,2,0
302810,女,-22107,高中/职高,丧偶,-5370,工人,电力,121500,1,0
302819,女,-23320,高中/职高,有配偶,365243,,未知,157500,2,0
302836,女,-17697,大学肄业,民事婚姻,-1892,,公司类别3,238500,2,0
302838,女,-15325,高中/职高,有配偶,-216,工人,公司类别3,90000,4,2
302854,男,-19816,高中/职高,有配偶,-1246,司机,交通类别3,166500,2,0
302855,女,-14756,高中/职高,有配偶,-2554,销售人员,自由职业,270000,4,2
302868,女,-19243,高中/职高,有配偶,-14,销售人员,贸易类别7,67500,2,0
302869,女,-12671,高中/职高,未婚,-1763,销售人员,公司类别3,90000,1,0
302876,男,-21155,高中/职高,丧偶,-2269,,政府部门,112500,1,0
302894,女,-9200,高中/职高,有配偶,-1012,工人,工业类别11,81000,3,1
302897,女,-17370,高中/职高,离异,-823,工人,公司类别2,171000,1,0
302903,女,-13236,高中/职高,有配偶,-2179,医务人员,医疗,126000,4,2
302925,男,-23565,高中/职高,有配偶,365243,,未知,157500,2,0
302926,女,-21334,本科及以上,有配偶,-6000,会计,公司类别3,270000,2,0
302927,女,-14658,本科及以上,离异,-3984,,其他,234000,1,0
302971,女,-18259,高中/职高,有配偶,-498,医务人员,医疗,135000,2,0
302973,女,-24706,高中/职高,丧偶,365243,,未知,112500,1,0
302974,女,-11266,大学肄业,有配偶,-781,销售人员,公司类别1,126000,4,2
302994,女,-16546,高中/职高,有配偶,-3587,人事人员,公司类别3,180000,2,0
303016,女,-15212,初中及以下,有配偶,-1155,销售人员,自由职业,270000,2,0
303019,女,-16796,高中/职高,有配偶,-8170,经理,邮政,225000,2,0
303048,女,-19118,高中/职高,有配偶,-3261,销售人员,自由职业,67500,2,0
303076,女,-18800,高中/职高,有配偶,-2428,经理,政府部门,121500,2,0
303109,女,-14410,高中/职高,有配偶,-192,销售人员,贸易类别7,225000,2,0
303143,女,-24098,本科及以上,离异,365243,,未知,157500,1,0
303170,女,-22556,高中/职高,有配偶,365243,,未知,157500,2,0
303171,女,-10176,高中/职高,民事婚姻,-1072,销售人员,公司类别3,112500,4,2
303172,女,-13226,高中/职高,有配偶,-329,销售人员,自由职业,112500,5,3
303185,男,-16662,高中/职高,有配偶,-7425,工人,其他,135000,3,1
303212,女,-22954,高中/职高,丧偶,-2065,医务人员,建筑,112500,1,0
303221,女,-14978,高中/职高,有配偶,-454,厨师,公司类别2,135000,2,0
303236,女,-22172,高中/职高,有配偶,365243,,未知,36000,2,0
303238,女,-16197,高中/职高,未婚,-8481,专业技术人员,工业类别3,112500,1,0
303239,女,-23671,高中/职高,丧偶,365243,,未知,72000,1,0
303253,男,-10774,高中/职高,有配偶,-1170,工人,公司类别3,180000,2,0
303257,男,-12798,大学肄业,有配偶,365243,,未知,450000,3,1
303269,男,-16089,本科及以上,有配偶,-2306,,自由职业,225000,4,2
303281,男,-19922,高中/职高,民事婚姻,-2325,工人,公司类别3,112500,2,0
303286,男,-8585,大学肄业,未婚,-1558,经理,贸易类别2,225000,1,0
303310,女,-8095,高中/职高,未婚,-314,经理,贸易类别3,180000,1,0
303329,女,-13791,高中/职高,有配偶,-1353,会计,工业类别3,180000,4,2
303372,女,-24722,本科及以上,离异,-2890,经理,公司类别3,360000,1,0
303395,女,-17201,高中/职高,民事婚姻,-4706,专业技术人员,工业类别11,157500,2,0
303419,女,-21635,本科及以上,民事婚姻,-4211,专业技术人员,建筑,234000,2,0
303425,女,-15852,本科及以上,民事婚姻,-112,人事人员,公司类别1,207000,3,1
303431,女,-8634,大学肄业,有配偶,-540,核心员工,幼教,81000,2,0
303440,女,-20971,高中/职高,离异,-3376,工人,公司类别3,211500,1,0
303441,男,-17790,高中/职高,有配偶,-8158,司机,工业类别11,157500,2,0
303443,女,-22082,高中/职高,有配偶,365243,,未知,382500,2,0
303457,女,-8909,高中/职高,民事婚姻,-1214,销售人员,贸易类别7,180000,2,0
303467,女,-17794,高中/职高,有配偶,-3476,经理,邮政,67500,2,0
303494,男,-13983,本科及以上,有配偶,-2126,,自由职业,225000,2,0
303495,女,-20978,高中/职高,丧偶,365243,,未知,126000,1,0
303508,女,-14378,高中/职高,有配偶,-1225,,自由职业,157500,2,0
303529,男,-13090,高中/职高,有配偶,-4329,,公司类别1,135000,4,2
303534,男,-16954,高中/职高,有配偶,-3083,工人,公司类别3,90000,2,0
303538,女,-15282,本科及以上,有配偶,-5539,,其他,315000,2,0
303546,女,-22703,高中/职高,有配偶,365243,,未知,180000,2,0
303552,女,-19177,高中/职高,有配偶,365243,,未知,112500,2,0
303553,女,-11537,高中/职高,民事婚姻,-425,销售人员,公司类别3,157500,3,1
303566,女,-10908,高中/职高,有配偶,-3494,核心员工,幼教,90000,4,2
303574,女,-13315,高中/职高,民事婚姻,-766,,工业类别3,180000,3,1
303575,女,-20889,高中/职高,有配偶,365243,,未知,157500,2,0
303586,女,-15610,高中/职高,民事婚姻,-3215,销售人员,公司类别3,382500,2,0
303587,女,-15547,高中/职高,未婚,-2351,厨师,公司类别3,156150,1,0
303599,女,-20907,本科及以上,有配偶,365243,,未知,180000,2,0
303600,女,-12063,高中/职高,有配偶,-2705,工人,自由职业,216000,4,2
303625,女,-19522,高中/职高,丧偶,365243,,未知,135000,1,0
303632,男,-14781,高中/职高,有配偶,-1549,司机,自由职业,247500,4,2
303648,女,-13868,本科及以上,民事婚姻,-1201,经理,公司类别3,360000,2,0
303656,男,-17382,高中/职高,有配偶,365243,,未知,157500,4,2
303659,男,-14949,高中/职高,有配偶,-1068,司机,自由职业,90000,4,2
303662,女,-11180,高中/职高,有配偶,-478,工人,公司类别3,157500,4,2
303681,女,-19556,高中/职高,未婚,365243,,未知,112500,1,0
303736,女,-22933,高中/职高,离异,365243,,未知,112500,1,0
303747,女,-13178,本科及以上,有配偶,-143,会计,医疗,180000,2,0
303758,女,-12271,高中/职高,有配偶,-349,销售人员,建筑,180000,2,0
303763,女,-18701,高中/职高,有配偶,-5081,核心员工,幼教,202500,2,0
303767,女,-11982,高中/职高,有配偶,-1479,核心员工,贸易类别7,112500,2,0
303775,女,-11134,本科及以上,民事婚姻,-2365,房产中介,自由职业,225000,2,0
303780,男,-11063,高中/职高,有配偶,-2523,司机,物业,112500,2,0
303782,男,-9946,高中/职高,有配偶,-244,,公司类别2,135000,3,1
303789,女,-15458,高中/职高,未婚,-1096,核心员工,幼教,117000,1,0
303792,女,-19426,本科及以上,离异,-4328,经理,公司类别3,270000,1,0
303800,女,-21624,高中/职高,有配偶,-4104,核心员工,交通类别2,216000,3,1
303849,男,-11526,高中/职高,有配偶,-1098,销售人员,公司类别3,225000,2,0
303866,女,-19319,高中/职高,有配偶,-2141,销售人员,自由职业,189000,2,0
303887,女,-14239,高中/职高,有配偶,-510,清洁工,其他,54000,2,0
303896,女,-18219,本科及以上,有配偶,-202,销售人员,贸易类别7,157500,3,1
303907,男,-17950,本科及以上,有配偶,-3473,,公司类别3,315000,3,1
303909,男,-22963,高中/职高,有配偶,365243,,未知,135000,2,0
303913,女,-10252,高中/职高,有配偶,-194,,自由职业,112500,4,2
303938,女,-10605,高中/职高,有配偶,-92,销售人员,贸易类别7,90000,3,1
303940,女,-23132,本科及以上,丧偶,365243,,未知,121500,1,0
303945,男,-12861,高中/职高,民事婚姻,-658,工人,工业类别7,121500,2,0
303946,男,-16054,本科及以上,有配偶,-1865,专业技术人员,工业类别1,135000,2,0
304053,女,-12023,高中/职高,有配偶,-1261,核心员工,政府部门,67500,2,0
304062,男,-11854,高中/职高,未婚,-211,,公司类别3,180000,5,4
304079,女,-12573,本科及以上,有配偶,-3953,会计,公司类别3,180000,3,1
304084,女,-19913,高中/职高,有配偶,-11548,,交通类别2,90000,3,1
304097,女,-14639,高中/职高,有配偶,-2148,销售人员,自由职业,135000,2,0
304099,女,-19766,高中/职高,有配偶,-3748,经理,幼教,202500,4,2
304107,女,-19599,高中/职高,未婚,365243,,未知,108000,1,0
304128,女,-21348,高中/职高,有配偶,365243,,未知,41850,2,0
304145,女,-19613,本科及以上,有配偶,-324,工人,工业类别4,202500,2,0
304148,女,-14262,本科及以上,有配偶,-484,专业技术人员,公司类别3,81000,2,0
304156,女,-17850,大学肄业,有配偶,-2937,销售人员,自由职业,180000,2,0
304161,男,-21752,高中/职高,有配偶,-349,工人,建筑,225000,2,0
304166,女,-20539,高中/职高,有配偶,365243,,未知,67500,2,0
304207,女,-14031,本科及以上,离异,-2725,经理,邮政,112500,1,0
304209,女,-10968,高中/职高,有配偶,-1285,清洁工,保洁,135000,2,0
304212,女,-12866,高中/职高,民事婚姻,-1062,安保人员,安保,90000,2,0
304215,男,-17827,高中/职高,有配偶,-7845,核心员工,交通类别2,211500,4,2
304231,女,-22721,高中/职高,有配偶,365243,,未知,135000,2,0
304243,男,-16485,本科及以上,有配偶,-743,司机,其他,270000,5,3
304252,女,-22284,本科及以上,有配偶,365243,,未知,112500,2,0
304258,女,-13420,高中/职高,民事婚姻,-664,销售人员,贸易类别7,135000,3,1
304260,男,-12634,高中/职高,有配偶,-5097,工人,公司类别2,202500,4,2
304261,女,-13100,高中/职高,未婚,-2013,,公司类别3,180000,2,1
304284,女,-16185,高中/职高,有配偶,-546,销售人员,自由职业,67500,2,0
304293,男,-18383,本科及以上,有配偶,-4725,工人,军队,211500,2,0
304328,男,-15602,高中/职高,有配偶,365243,,未知,135000,3,1
304349,男,-13775,高中/职高,有配偶,-3078,工人,自由职业,144000,2,0
304358,男,-11717,高中/职高,有配偶,-1566,工人,公司类别3,90000,4,2
304362,女,-7792,高中/职高,未婚,-1033,核心员工,银行,112500,1,0
304371,男,-11894,高中/职高,未婚,-1633,安保人员,酒店,135000,1,0
304401,女,-23078,高中/职高,有配偶,365243,,未知,112500,2,0
304405,男,-10974,本科及以上,未婚,-310,经理,交通类别4,270000,1,0
304407,男,-14523,本科及以上,有配偶,-4380,,公共安全,216000,4,2
304424,女,-16811,高中/职高,离异,-1541,家政人员,自由职业,180000,1,0
304470,女,-22536,高中/职高,有配偶,-1518,厨师,医疗,90000,2,0
304474,男,-14844,本科及以上,有配偶,-1173,经理,公司类别3,270000,3,1
304484,男,-18620,本科及以上,有配偶,-3316,工人,公司类别3,180000,2,0
304489,女,-14488,高中/职高,有配偶,-1697,销售人员,自由职业,126000,2,0
304502,男,-24375,高中/职高,民事婚姻,365243,,未知,112500,2,0
304514,男,-22139,本科及以上,有配偶,-368,核心员工,大学,315000,2,0
304555,男,-9938,高中/职高,有配偶,-601,低技能工人,自由职业,189000,5,3
304565,女,-13232,本科及以上,有配偶,-6343,核心员工,学校,112500,4,2
304567,男,-23755,高中/职高,有配偶,365243,,未知,180000,2,0
304582,男,-14567,高中/职高,有配偶,-532,工人,其他,180000,2,0
304612,女,-19276,高中/职高,有配偶,365243,,未知,112500,2,0
304647,男,-15894,高中/职高,有配偶,-538,司机,自由职业,126000,3,1
304653,女,-7974,高中/职高,有配偶,-509,,公司类别2,112500,2,0
304679,女,-15446,高中/职高,离异,-3077,清洁工,公司类别2,135000,1,0
304691,女,-19233,高中/职高,未婚,-1891,医务人员,医疗,157500,1,0
304695,女,-22515,高中/职高,丧偶,-1609,,其他,157500,1,0
304723,女,-14549,高中/职高,有配偶,-7287,经理,公司类别3,315000,4,2
304726,女,-11418,高中/职高,有配偶,-1853,销售人员,自由职业,126000,3,1
304742,男,-14437,高中/职高,民事婚姻,-1385,工人,工业类别4,103500,2,0
304785,女,-16942,高中/职高,有配偶,-820,工人,邮政,270000,2,0
304800,女,-14888,本科及以上,离异,-2736,经理,其他,225000,1,0
304814,女,-12804,高中/职高,离异,-1123,司机,交通类别4,81000,1,0
304840,男,-11006,高中/职高,未婚,-3760,,政府部门,153000,1,0
304846,女,-21589,高中/职高,有配偶,365243,,未知,45000,2,0
304847,男,-18418,本科及以上,未婚,-145,工人,公司类别3,157500,1,0
304853,女,-19600,高中/职高,有配偶,-2183,核心员工,医疗,112500,2,0
304896,女,-23595,高中/职高,未婚,365243,,未知,54000,1,0
304908,女,-20611,高中/职高,未婚,365243,,未知,121500,1,0
304910,男,-15501,高中/职高,未婚,-2790,司机,公司类别3,117000,1,0
304927,女,-17049,高中/职高,有配偶,-1956,销售人员,公司类别2,166500,2,0
304929,女,-21811,高中/职高,有配偶,365243,,未知,99000,2,0
304949,男,-22540,高中/职高,有配偶,-14660,工人,工业类别7,225000,2,0
304952,女,-18375,高中/职高,离异,-444,清洁工,公司类别3,180000,1,0
304958,女,-20402,高中/职高,有配偶,-12834,工人,贸易类别6,72000,2,0
304973,女,-22132,高中/职高,有配偶,365243,,未知,81000,2,0
304978,男,-16132,高中/职高,民事婚姻,-2691,,公司类别3,315000,2,0
304979,女,-18708,本科及以上,未婚,-6960,经理,学校,225000,1,0
304983,女,-19717,初中及以下,离异,-504,清洁工,保洁,180000,1,0
304988,女,-7808,高中/职高,未婚,-446,家政人员,公司类别3,495000,1,0
305016,男,-10972,本科及以上,有配偶,-3247,专业技术人员,军队,346500,2,0
305055,女,-15950,本科及以上,未婚,-1718,经理,公司类别3,157500,1,0
305063,女,-9885,本科及以上,有配偶,-1453,销售人员,公司类别3,112500,3,1
305082,女,-16595,高中/职高,未婚,-2297,会计,自由职业,202500,1,0
305093,女,-10941,高中/职高,有配偶,-1386,工人,公司类别1,121500,2,0
305120,女,-10856,高中/职高,未婚,-967,,政府部门,112500,1,0
305124,男,-11369,高中/职高,有配偶,-1923,,政府部门,180000,2,0
305129,女,-13623,高中/职高,有配偶,-1920,核心员工,自由职业,157500,2,0
305156,男,-18624,高中/职高,有配偶,-2394,司机,交通类别4,180000,2,0
305163,女,-11500,高中/职高,有配偶,-1928,销售人员,自由职业,126000,3,1
305172,女,-11385,大学肄业,有配偶,-476,,军队,108000,2,0
305179,男,-19843,高中/职高,民事婚姻,-330,司机,交通类别3,247500,2,0
305207,女,-19644,高中/职高,有配偶,-5639,工人,公司类别1,130500,2,0
305239,女,-17746,本科及以上,有配偶,-4692,核心员工,学校,225000,2,0
305255,男,-13655,高中/职高,有配偶,-4066,,公司类别3,405000,3,1
305267,女,-10313,本科及以上,有配偶,-3630,会计,医疗,135000,3,1
305276,女,-21939,高中/职高,有配偶,365243,,未知,135000,2,0
305282,女,-12831,高中/职高,未婚,-686,工人,公司类别2,67500,3,2
305283,女,-14702,本科及以上,有配偶,-4528,工人,军队,81000,4,2
305295,男,-14781,高中/职高,有配偶,-2443,工人,公司类别3,180000,2,0
305309,女,-11335,高中/职高,有配偶,-419,销售人员,自由职业,225000,2,0
305319,女,-21488,高中/职高,有配偶,365243,,未知,112500,2,0
305323,女,-15330,高中/职高,未婚,-1883,家政人员,服务业,180000,1,0
305344,女,-21560,高中/职高,民事婚姻,365243,,未知,157500,2,0
